LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
49000,KIHEI,HI,96753,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/05/2020,Bank of Hawaii,HI-02
49000,LAHAINA,HI,96761,561510,Corporation,White,Male Owned,Non-Veteran,,4,04/06/2020,Bank of Hawaii,HI-02
49000,HONOLULU,HI,96819,487110,Corporation,Unanswered,Unanswered,Unanswered,,21,04/06/2020,"American Savings Bank, FSB",HI-01
49000,Aiea,HI,96701,621330,Partnership,White,Male Owned,Non-Veteran,,0,06/02/2020,Central Pacific Bank,HI-01
48922.5,HONOLULU,HI,96816,722511,Corporation,Unanswered,Unanswered,Unanswered,,13,04/15/2020,First Hawaiian Bank,HI-01
48900,HONOLULU,HI,96822,813110,Professional Association,Unanswered,Unanswered,Unanswered,,3,04/29/2020,First Hawaiian Bank,HI-01
48900,HONOLULU,HI,96818,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/07/2020,Central Pacific Bank,HI-01
48900,HONOLULU,HI,96814,541211,Corporation,Unanswered,Unanswered,Unanswered,,2,04/14/2020,First Hawaiian Bank,HI-01
48900,LIHUE,HI,96766,562998,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,7,04/08/2020,Gather FCU,HI-02
48900,HONOLULU,HI,96818,448110,Corporation,Asian,Male Owned,Non-Veteran,,9,04/09/2020,Central Pacific Bank,HI-01
48875,KAHUKU,HI,96731,424480,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,06/12/2020,First Hawaiian Bank,HI-02
48860,KAILUA KONA,HI,96740,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,07/27/2020,Glacier Bank,HI-02
48840,Honkaa,HI,96727,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,12,04/15/2020,First Hawaiian Bank,HI-02
48822,HONOLULU,HI,96822,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,Bank of Hawaii,HI-01
48800,HONOLULU,HI,96814,424990,Corporation,Asian,Female Owned,Non-Veteran,,4,04/10/2020,Central Pacific Bank,HI-01
48800,Hilo,HI,96720,722515,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,15,04/16/2020,Hawaii National Bank,HI-02
48800,Honolulu,HI,96814,621399,Corporation,Unanswered,Unanswered,Unanswered,,12,05/06/2020,First Hawaiian Bank,HI-01
48800,HONOLULU,HI,96816,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/12/2020,"American Savings Bank, FSB",HI-01
48750,AIEA,HI,96701,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-01
48750,Hilo,HI,96720,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,Central Pacific Bank,HI-02
48750,Honolulu,HI,96826,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,06/04/2020,WebBank,HI-01
48700,Kapolei,HI,96707,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,3,04/15/2020,"Readycap Lending, LLC",HI-02
48700,AIEA,HI,96701,424310,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/13/2020,Bank of Hawaii,HI-01
48700,HONOLULU,HI,96817,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/05/2020,"American Savings Bank, FSB",HI-01
48700,WAIKOLOA,HI,96738,532284,Corporation,Unanswered,Unanswered,Unanswered,,8,04/05/2020,Bank of Hawaii,HI-02
48700,AIEA,HI,96701,446110,Corporation,Unanswered,Unanswered,Unanswered,,4,04/07/2020,First Hawaiian Bank,HI-01
48700,HONOLULU,HI,96813,621399,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,04/08/2020,"American Savings Bank, FSB",HI-01
48664,Aiea,HI,96701,722513,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Central Pacific Bank,HI-01
48622,WAIMANALOanalo,HI,96795,424410,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-02
48615,KURTISTOWN,HI,96760,424490,Corporation,Unanswered,Unanswered,Unanswered,,10,04/28/2020,Central Pacific Bank,HI-02
48600,HONOLULU,HI,96816,541211,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,4,04/10/2020,Central Pacific Bank,HI-01
48600,HALEIWA,HI,96712,532284,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,04/15/2020,"American Savings Bank, FSB",HI-02
48600,HONOLULU,HI,96815,451110,Corporation,Unanswered,Male Owned,Non-Veteran,,7,04/10/2020,Central Pacific Bank,HI-01
48600,KAILUA KONA,HI,96740,453991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/12/2020,"American Savings Bank, FSB",HI-02
48600,MILILANI,HI,96789,561599,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,05/01/2020,"American Savings Bank, FSB",HI-01
48600,HONOLULU,HI,96817,722320,Corporation,Asian,Female Owned,Non-Veteran,,13,06/08/2020,Ohana Pacific Bank,HI-01
48600,HONOLULU,HI,96824,238910,Corporation,Unanswered,Unanswered,Unanswered,,3,04/09/2020,Central Pacific Bank,HI-01
48567.5,Honolulu,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/30/2020,First Hawaiian Bank,HI-01
48540,HONOLULU,HI,96813,488510,Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI-01
48530,Honolulu,HI,96821,621330,Corporation,Unanswered,Unanswered,Unanswered,,6,04/14/2020,First Hawaiian Bank,HI-01
48500,HONOLULU,HI,96814,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/09/2020,Central Pacific Bank,HI-01
48500,HONOLULU,HI,96819,532490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,04/15/2020,Central Pacific Bank,HI-01
48500,KAILUA,HI,96734,423450,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-02
48500,HONOLULU,HI,96814,541519,Corporation,Unanswered,Unanswered,Unanswered,,8,04/13/2020,Central Pacific Bank,HI-01
48482,Kalaheo,HI,96741,112130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,05/02/2020,First Hawaiian Bank,HI-02
48467,LIHUE,HI,96766,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/15/2020,First Hawaiian Bank,HI-02
48459,Honolulu,HI,96819,332312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/01/2020,First Hawaiian Bank,HI-01
48457,HONOLULU,HI,96819,445120,Corporation,Unanswered,Unanswered,Unanswered,,6,04/27/2020,Bank of Hawaii,HI-01
48435,Koloa,HI,96756,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/15/2020,First Hawaiian Bank,HI-02
48422.5,HONOLULU,HI,96826,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/27/2020,First Hawaiian Bank,HI-01
48400,HALEIWA,HI,96712,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/28/2020,"American Savings Bank, FSB",HI-02
48400,KAILUA KONA,HI,96740,236115,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,3,04/29/2020,Central Pacific Bank,HI-02
48400,WAILUKU,HI,96793,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10,04/11/2020,Central Pacific Bank,HI-02
48400,HONOLULU,HI,96813,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/12/2020,Central Pacific Bank,HI-01
48400,MILILANI,HI,96789,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47,04/30/2020,"American Savings Bank, FSB",HI-01
48400,HONOLULU,HI,96817,621111,Corporation,Unanswered,Unanswered,Unanswered,,5,04/08/2020,Central Pacific Bank,HI-01
48385,Kailua,HI,96734,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/30/2020,First Hawaiian Bank,HI-02
48350,AIEA,HI,96701,722515,Corporation,Asian,Male Owned,Non-Veteran,,,04/15/2020,Bank of Hawaii,HI-01
48300,Kihei,HI,96753,488390,Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,First Hawaiian Bank,HI-02
48300,Kalaheo,HI,96741,561520,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/29/2020,First Hawaiian Bank,HI-02
48300,HONOLULU,HI,96825,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/16/2020,Central Pacific Bank,HI-01
48300,HONOLULU,HI,96819,562910,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,,4,04/05/2020,First Hawaiian Bank,HI-01
48300,KAILUA KONA,HI,96740,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/06/2020,Central Pacific Bank,HI-02
48300,WAIPAHU,HI,96797,722511,Corporation,Unanswered,Unanswered,Unanswered,,11,04/07/2020,Central Pacific Bank,HI-01
48300,LIHUE,HI,96766,423820,Corporation,Unanswered,Unanswered,Unanswered,,4,04/14/2020,First Hawaiian Bank,HI-02
48300,HILO,HI,96720,621112,Corporation,Unanswered,Unanswered,Unanswered,,4,04/08/2020,First Hawaiian Bank,HI-02
48250,WAIPAHU,HI,96797,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/27/2020,Bank of Hawaii,HI-01
48250,Honolulu,HI,96813,531130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
48240,HONOLULU,HI,96821,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01
48226,Koloa,HI,96756,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/15/2020,First Hawaiian Bank,HI-02
48213,HONOLULU,HI,96813,624221,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,04/27/2020,First Hawaiian Bank,HI-01
48212.5,HONOLULU,HI,96819,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/27/2020,First Hawaiian Bank,HI-01
48200,HONOLULU,HI,96814,541940,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,First Hawaiian Bank,HI-01
48200,HONOLULU,HI,96813,621399,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/12/2020,Central Pacific Bank,HI-01
48200,WAIPAHU,HI,96797,445291,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,14,05/08/2020,"American Savings Bank, FSB",HI-01
48200,HONOLULU,HI,96817,621111,Corporation,Asian,Male Owned,Unanswered,,4,04/04/2020,"American Savings Bank, FSB",HI-01
48200,HONOLULU,HI,96819,812990,Corporation,Unanswered,Male Owned,Unanswered,,12,04/05/2020,"American Savings Bank, FSB",HI-01
48200,LAHAINA,HI,96761,523930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,10,04/13/2020,Central Pacific Bank,HI-02
48175,WAILUKU,HI,96793,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/03/2020,"Bank of America, National Association",HI-02
48100,HONOLULU,HI,96814,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/05/2020,Bank of Hawaii,HI-01
48100,HONOLULU,HI,96817,541219,Corporation,Unanswered,Unanswered,Unanswered,,4,04/06/2020,"American Savings Bank, FSB",HI-01
48100,LIHUE,HI,96766,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,05/14/2020,"American Savings Bank, FSB",HI-02
48100,KAILUA KONA,HI,96740,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,04/07/2020,"American Savings Bank, FSB",HI-02
48100,KAILUA KONA,HI,96740,561790,Corporation,Unanswered,Unanswered,Unanswered,,9,04/30/2020,"American Savings Bank, FSB",HI-02
48042.5,KAILUA,HI,96734,561710,Corporation,Unanswered,Unanswered,Unanswered,,4,04/29/2020,First Hawaiian Bank,HI-02
48025,Waipahu,HI,96797,541380,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01
48002,Kailua Kona,HI,96740,561710,Corporation,Unanswered,Unanswered,Unanswered,,7,04/30/2020,First Hawaiian Bank,HI-02
48000,HONOLULU,HI,96813,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/15/2020,First Hawaiian Bank,HI-01
48000,KAPOLEI,HI,96707,722511,Corporation,Unanswered,Unanswered,Unanswered,,10,04/10/2020,Central Pacific Bank,HI-02
48000,AIEA,HI,96701,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/12/2020,Central Pacific Bank,HI-01
48000,HONOLULU,HI,96813,531210,Corporation,Unanswered,Male Owned,Unanswered,,2,04/03/2020,"American Savings Bank, FSB",HI-01
48000,WAHIAWA,HI,96786,238210,Corporation,Unanswered,Unanswered,Unanswered,,23,04/30/2020,"American Savings Bank, FSB",HI-02
48000,KANEOHE,HI,96744,621320,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,4,04/05/2020,Central Pacific Bank,HI-02
48000,LIHUE,HI,96766,236210,Corporation,Unanswered,Female Owned,Non-Veteran,,6,04/30/2020,First Hawaiian Bank,HI-02
48000,HONOLULU,HI,96818,238210,Corporation,Asian,Male Owned,Unanswered,,3,04/07/2020,"American Savings Bank, FSB",HI-01
48000,HILO,HI,96720,238330,Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,Central Pacific Bank,HI-02
47940,Honolulu,HI,96813,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/15/2020,First Hawaiian Bank,HI-01
47917.5,Waikoloa,HI,96738,621310,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,5,04/16/2020,First Hawaiian Bank,HI-02
47910,Kihei,HI,96753,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,04/15/2020,First Hawaiian Bank,HI-02
47900,HONOLULU,HI,96817,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/15/2020,First Hawaiian Bank,HI-01
47900,Honolulu,HI,96821,621610,Corporation,Unanswered,Unanswered,Unanswered,,2,04/29/2020,First Hawaiian Bank,HI-01
47900,Hilo,HI,96720,453220,Corporation,Asian,Female Owned,Non-Veteran,,15,04/29/2020,Hawaii National Bank,HI-02
47900,HILO,HI,96720,238110,Corporation,Unanswered,Unanswered,Unanswered,,6,04/14/2020,First Hawaiian Bank,HI-02
47900,HONOLULU,HI,96817,424420,Corporation,Unanswered,Unanswered,Unanswered,,8,04/08/2020,Central Pacific Bank,HI-01
47900,HONOLULU,HI,96822,531210,Corporation,Unanswered,Unanswered,Unanswered,,2,04/08/2020,Central Pacific Bank,HI-01
47900,HALEIWA,HI,96712,711190,Corporation,Unanswered,Unanswered,Unanswered,,10,04/09/2020,First Hawaiian Bank,HI-02
47900,HONOLULU,HI,96813,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/09/2020,Bank of Hawaii,HI-01
47900,HONOLULU,HI,96817,811111,Corporation,Unanswered,Male Owned,Non-Veteran,,4,04/09/2020,Central Pacific Bank,HI-01
47857.5,WAILUKU,HI,96793,111336,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/29/2020,First Hawaiian Bank,HI-02
47847,Kailua Kona,HI,96740,561720,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,1,04/28/2020,First Hawaiian Bank,HI-02
47819,KOLOA,HI,96756,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/30/2020,First Hawaiian Bank,HI-02
47802,HONOLULU,HI,96813,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,First Hawaiian Bank,HI-01
47800,WAIMEA,HI,96796,722511,Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,First Hawaiian Bank,HI-02
47800,PAAUILO,HI,96776,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/11/2020,Central Pacific Bank,HI-02
47800,HILO,HI,96720,448140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/06/2020,"American Savings Bank, FSB",HI-02
47800,Honolulu,HI,96813,522292,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,5,05/14/2020,Hawaii National Bank,HI-01
47800,MAKAWAO,HI,96768,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/07/2020,First Hawaiian Bank,HI-02
47800,PEARL CITY,HI,96782,236220,Professional Association,Unanswered,Unanswered,Unanswered,,6,04/28/2020,Central Pacific Bank,HI-01
47782.5,Honolulu,HI,96813,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,04/28/2020,First Hawaiian Bank,HI-01
47780,HALEIWA,HI,96712,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-02
47765,HONOLULUu,HI,96826,611699,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,,04/27/2020,Central Pacific Bank,HI-01
47755,HONOLULU,HI,96816,623210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/09/2020,Bank of Hawaii,HI-01
47750,KIHEI,HI,96753,238220,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02
47750,Honolulu,HI,96816,238910,Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,First Hawaiian Bank,HI-01
47732,KAPAA,HI,96746,722320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/27/2020,Bank of Hawaii,HI-02
47720,Honolulu,HI,96813,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/28/2020,First Hawaiian Bank,HI-01
47705,AIEA,HI,96701,484210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-01
47700,HILO,HI,96720,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/28/2020,HomeStreet Bank,HI-02
47700,WAHIAWA,HI,96786,621320,Corporation,Unanswered,Unanswered,Unanswered,,5,04/06/2020,First Hawaiian Bank,HI-02
47700,Kailua,HI,96734,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/02/2020,Central Pacific Bank,HI-02
47650,AIEA,HI,96701,335999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI-01
47650,Honolulu,HI,96813,621112,Corporation,Unanswered,Unanswered,Unanswered,,3,04/30/2020,First Hawaiian Bank,HI-01
47642.5,Kahului,HI,96732,453910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,First Hawaiian Bank,HI-02
47621,Honolulu,HI,96828,813110,Sole Proprietorship,Asian,Male Owned,Unanswered,,8,04/27/2020,Territorial Savings Bank,HI-01
47600,HONOLULU,HI,96816,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/11/2020,Central Pacific Bank,HI-01
47600,LIHUE,HI,96766,522390,Corporation,Unanswered,Male Owned,Unanswered,,7,04/04/2020,Evolve Bank & Trust,HI-02
47575,KAPAA,HI,96746,541330,Corporation,Unanswered,Unanswered,Unanswered,,6,04/27/2020,Bank of Hawaii,HI-02
47575,WAIPAHU,HI,96797,337121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-01
47550,HILO,HI,96720,441120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,CU Hawaii FCU,HI-02
47510,LAHAINA,HI,96767,238220,Corporation,Unanswered,Unanswered,Unanswered,,8,04/30/2020,First Hawaiian Bank,HI-02
47507,Kahului,HI,96732,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8,05/06/2020,First Hawaiian Bank,HI-02
47500,Honolulu,HI,96826,999990,Corporation,Unanswered,Unanswered,Unanswered,,13,04/28/2020,First Hawaiian Bank,HI-01
47500,KAPOLEI,HI,96707,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/10/2020,Central Pacific Bank,HI-02
47500,EWA BEACH,HI,96706,337110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/16/2020,Central Pacific Bank,HI-01
47500,HONOLULU,HI,96815,541820,Partnership,Unanswered,Unanswered,Unanswered,,0,04/29/2020,Central Pacific Bank,HI-01
47500,KAPAA,HI,96746,562998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/11/2020,Gather FCU,HI-02
47500,HONOLULU,HI,96817,722511,Corporation,Asian,Female Owned,Non-Veteran,,14,04/04/2020,Ohana Pacific Bank,HI-01
47500,HONOLULU,HI,96825,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/05/2020,Central Pacific Bank,HI-01
47500,HONOLULU,HI,96814,423450,Corporation,Unanswered,Unanswered,Unanswered,,2,04/05/2020,Central Pacific Bank,HI-01
47500,HONOLULU,HI,96814,621498,Corporation,Unanswered,Unanswered,Unanswered,,7,04/27/2020,Bank of Hawaii,HI-01
47500,HONOLULU,HI,96814,722511,Corporation,Unanswered,Unanswered,Unanswered,,15,04/05/2020,"American Savings Bank, FSB",HI-01
47500,KAILUA KONA,HI,96740,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/06/2020,"American Savings Bank, FSB",HI-02
47500,HONOLULU,HI,96815,339910,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/15/2020,Central Pacific Bank,HI-01
47496.51,Kailua Kona,HI,96740,813990,Corporation,Unanswered,Unanswered,Unanswered,,5,04/27/2020,Celtic Bank Corporation,HI-02
47485,KALAHEO,HI,96741,236115,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02
47420,HONOLULU,HI,96817,621210,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,,04/08/2020,Bank of Hawaii,HI-01
47400,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/05/2020,"American Savings Bank, FSB",HI-01
47400,HONOLULU,HI,96813,493190,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,4,04/14/2020,"American Savings Bank, FSB",HI-01
47400,WAIPAHU,HI,96797,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,6,04/14/2020,Central Pacific Bank,HI-01
47400,KALAHEO,HI,96741,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/09/2020,"American Savings Bank, FSB",HI-02
47381,KAPAA,HI,96746,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,06/17/2020,First Hawaiian Bank,HI-02
47355,Kailua,HI,96734,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,05/20/2020,Cross River Bank,HI-02
47300,KAILUA,HI,96734,621111,Corporation,Asian,Female Owned,Unanswered,,4,04/09/2020,"American Savings Bank, FSB",HI-02
47300,WAILUKU,HI,96793,424950,Corporation,Unanswered,Unanswered,Unanswered,,3,04/16/2020,Central Pacific Bank,HI-02
47300,KAPAA,HI,96746,621511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/06/2020,"American Savings Bank, FSB",HI-02
47300,HONOLULU,HI,96813,453110,Corporation,Unanswered,Unanswered,Unanswered,,4,04/15/2020,Central Pacific Bank,HI-01
47280,HILO,HI,96720,522292,Corporation,Unanswered,Unanswered,Unanswered,,5,06/01/2020,Bank of Hawaii,HI-02
47262.5,Kamuela,HI,96743,445120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/30/2020,First Hawaiian Bank,HI-02
47250,Hilo,HI,96720,541219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,07/27/2020,"FC Marketplace, LLC (dba Funding Circle)",HI-02
47242,HAIKU,HI,96708,624190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/11/2020,Bank of Hawaii,HI-02
47230,HONOLULU,HI,96814,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
47225,KANEOHE,HI,96744,541820,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI-02
47204,HONOLULU,HI,96817,531120,Partnership,Unanswered,Unanswered,Unanswered,,,04/28/2020,Bank of Hawaii,HI-01
47200,EWA BEACH,HI,96706,333515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/10/2020,Central Pacific Bank,HI-01
47200,HONOLULU,HI,96814,485320,Corporation,Unanswered,Unanswered,Unanswered,,10,04/15/2020,First Hawaiian Bank,HI-01
47200,HONOLULU,HI,96814,424490,Corporation,Unanswered,Unanswered,Unanswered,,4,04/09/2020,First Hawaiian Bank,HI-01
47193.85,Lihue,HI,96766,444120,Corporation,White,Unanswered,Unanswered,,4,06/09/2020,Kaua'i Government Employees' FCU,HI-02
47185,WAHIAWA,HI,96786,621111,Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,First Hawaiian Bank,HI-02
47180,Kahului,HI,96732,713940,Limited Liability Partnership,Unanswered,Male Owned,Non-Veteran,,10,04/28/2020,First Hawaiian Bank,HI-02
47167,Honolulu,HI,96813,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/06/2020,First Hawaiian Bank,HI-01
47157,KAILUA KONA,HI,96740,561790,Subchapter S Corporation,White,Male Owned,Non-Veteran,,,06/09/2020,Bank of Hawaii,HI-02
47155,HONOLULU,HI,96822,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/15/2020,HawaiiUSA FCU,HI-01
47150,HONOLULU,HI,96816,531110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6,04/15/2020,Connections Bank,HI-01
47102,Honolulu,HI,96814,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/27/2020,First Hawaiian Bank,HI-01
47100,Honolulu,HI,96822,541690,Corporation,Asian,Male Owned,Non-Veteran,,6,04/15/2020,Hawaii National Bank,HI-01
47100,HONOLULU,HI,96822,721199,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,3,04/16/2020,Central Pacific Bank,HI-01
47100,HONOLULU,HI,96813,339910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/14/2020,"American Savings Bank, FSB",HI-01
47100,WAILUKU,HI,96793,323111,Corporation,Asian,Male Owned,Non-Veteran,,8,04/08/2020,Hawaii National Bank,HI-02
47095,HONOLULU,HI,96819,441310,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,,04/12/2020,Bank of Hawaii,HI-01
47089,honolulu,HI,96813,531312,Corporation,Unanswered,Unanswered,Unanswered,,7,04/30/2020,First Hawaiian Bank,HI-01
47082,HONOLULU,HI,96816,236115,Corporation,Unanswered,Unanswered,Unanswered,,6,05/05/2020,Bank of Hawaii,HI-01
47080,WAIPAHU,HI,96797,621210,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,,04/13/2020,Bank of Hawaii,HI-01
47075.33,HILO,HI,96720,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/11/2020,Central Pacific Bank,HI-02
