LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
34000,Kealakekua,HI,96750,445310,Corporation,Asian,Male Owned,Non-Veteran,,3,04/28/2020,Ohana Pacific Bank,HI-02
34000,Kaunakakai,HI,96748,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/07/2020,"American Savings Bank, FSB",HI-02
34000,Waipahu,HI,96797,424410,Corporation,Unanswered,Unanswered,Unanswered,,5,04/08/2020,Central Pacific Bank,HI-01
34000,Lahaina,HI,96761,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,05/19/2020,"American Savings Bank, FSB",HI-02
33982.5,Honolulu,HI,96823,454210,Corporation,Unanswered,Unanswered,Unanswered,,8,04/29/2020,First Hawaiian Bank,HI-01
33977,Honolulu,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,,4,04/27/2020,Bank of Hawaii,HI-01
33965,Kihei,HI,96753,531210,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Central Pacific Bank,HI-02
33965,Hauula,HI,96717,445120,Corporation,Unanswered,Unanswered,Unanswered,,5,04/28/2020,Bank of Hawaii,HI-02
33960,Honolulu,HI,96815,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,8,08/05/2020,"Kabbage, Inc.",HI-01
33940,Honolulu,HI,96813,511120,Corporation,Unanswered,Unanswered,Unanswered,,3,05/07/2020,Bank of Hawaii,HI-01
33905,Kula,HI,96790,453110,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii,HI-02
33900,Kailua,HI,96734,236220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,3,04/15/2020,First Hawaiian Bank,HI-02
33900,Honolulu,HI,96813,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/15/2020,First Hawaiian Bank,HI-01
33900,Honolulu,HI,96818,722511,Corporation,Asian,Female Owned,Non-Veteran,,7,04/28/2020,Ohana Pacific Bank,HI-01
33900,Honolulu,HI,96826,541211,Corporation,Unanswered,Unanswered,Unanswered,,40,04/10/2020,Central Pacific Bank,HI-01
33900,Kaneohe,HI,96744,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/11/2020,Central Pacific Bank,HI-02
33900,Captain Cook,HI,96704,447110,Corporation,Unanswered,Unanswered,Unanswered,,6,04/06/2020,"American Savings Bank, FSB",HI-02
33900,Pahoa,HI,96778,445120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/07/2020,"American Savings Bank, FSB",HI-02
33900,Hilo,HI,96720,621210,Corporation,Unanswered,Unanswered,Unanswered,,4,04/08/2020,Central Pacific Bank,HI-02
33900,Honolulu,HI,96815,561790,Corporation,Unanswered,Unanswered,Unanswered,,11,04/08/2020,"American Savings Bank, FSB",HI-01
33875,Hilo,HI,96720,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Bank of Hawaii,HI-02
33865,Kaneohe,HI,96744,722511,Corporation,Unanswered,Unanswered,Unanswered,,12,05/03/2020,Bank of Hawaii,HI-02
33860,Kailua,HI,96734,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,6,05/03/2020,First Hawaiian Bank,HI-02
33842,Kahului,HI,96732,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/24/2020,Bank of Hawaii,HI-02
33830.15,Hanapepe,HI,96716,722320,Corporation,Unanswered,Female Owned,Non-Veteran,,6,04/30/2020,Gather FCU,HI-02
33807,Kahului,HI,96732,561510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,06/30/2020,Intuit Financing Inc.,HI-02
33802.5,Honolulu,HI,96816,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,05/07/2020,First Hawaiian Bank,HI-01
33800,Honolulu,HI,96817,424480,Corporation,Asian,Male Owned,Non-Veteran,,10,05/05/2020,Hawaii National Bank,HI-01
33800,Kailua,HI,96734,621210,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,6,05/05/2020,Hawaii National Bank,HI-02
33800,Kailua,HI,96734,238210,Sole Proprietorship,White,Male Owned,Non-Veteran,,6,04/10/2020,Central Pacific Bank,HI-02
33800,Honolulu,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,,2,04/16/2020,Central Pacific Bank,HI-01
33800,Waipahu,HI,96797,484220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/13/2020,Central Pacific Bank,HI-01
33800,Aiea,HI,96701,541211,Corporation,Unanswered,Unanswered,Unanswered,,3,04/05/2020,"American Savings Bank, FSB",HI-01
33800,Honolulu,HI,96817,441310,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,4,04/06/2020,Central Pacific Bank,HI-01
33800,Honolulu,HI,96817,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,12,05/13/2020,First Hawaiian Bank,HI-01
33800,Honolulu,HI,96815,453998,Corporation,Unanswered,Unanswered,Unanswered,,10,04/28/2020,First Hawaiian Bank,HI-01
33800,Waialua,HI,96791,423610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/28/2020,First Hawaiian Bank,HI-02
33800,Honolulu,HI,96815,722513,Corporation,Unanswered,Unanswered,Unanswered,,5,04/08/2020,Central Pacific Bank,HI-01
33800,Honolulu,HI,96817,541219,Corporation,Asian,Male Owned,Non-Veteran,,2,05/01/2020,Hawaii National Bank,HI-01
33790,Honolulu,HI,96821,114111,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,,04/11/2020,Bank of Hawaii,HI-01
33775,Honolulu,HI,96815,813212,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,06/12/2020,"Kabbage, Inc.",HI-01
33757.5,Honolulu,HI,96816,112210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,5,04/11/2020,"Compeer Financial, ACA",HI-01
33753.6,Lahaina,HI,96761,442110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-02
33750,Kapolei,HI,96707,722513,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02
33750,Honolulu,HI,96814,611710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
33722.5,Honolulu,HI,96815,541810,Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,First Hawaiian Bank,HI-01
33700,Kaneohe,HI,96744,621210,Corporation,Unanswered,Unanswered,Unanswered,,5,04/15/2020,"American Savings Bank, FSB",HI-02
33700,Wailuku,HI,96793,238160,Corporation,Unanswered,Unanswered,Unanswered,,3,05/04/2020,First Hawaiian Bank,HI-02
33700,Honolulu,HI,96817,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6,04/11/2020,"American Savings Bank, FSB",HI-01
33700,Waipahu,HI,96797,238160,Corporation,Asian,Male Owned,Unanswered,,16,04/13/2020,"American Savings Bank, FSB",HI-01
33700,Honolulu,HI,96814,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/28/2020,Central Pacific Bank,HI-01
33700,Honolulu,HI,96814,621210,Corporation,Asian,Male Owned,Non-Veteran,,7,04/06/2020,"American Savings Bank, FSB",HI-01
33700,Haleiwa,HI,96712,448120,Corporation,Unanswered,Unanswered,Unanswered,,3,04/06/2020,"American Savings Bank, FSB",HI-02
33700,Honolulu,HI,96813,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,9,04/14/2020,First Hawaiian Bank,HI-01
33700,Honolulu,HI,96813,541611,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/08/2020,Central Pacific Bank,HI-01
33700,Honolulu,HI,96817,336612,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
33680,Honolulu,HI,96819,444190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/16/2020,First Hawaiian Bank,HI-01
33660,Honolulu,HI,96813,447110,Corporation,Asian,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01
33660,Honolulu,HI,96806,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,05/03/2020,Cross River Bank,HI-01
33632.5,Hawi,HI,96719,621610,Corporation,Unanswered,Unanswered,Unanswered,,3,04/29/2020,Hawaii Community FCU,HI-02
33610,Lahaina,HI,96761,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02
33605,Honolulu,HI,96826,812990,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,First Hawaiian Bank,HI-01
33605,Hilo,HI,96720,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,CU Hawaii FCU,HI-02
33600,Kapaa,HI,96746,722511,Corporation,Unanswered,Unanswered,Unanswered,,10,05/03/2020,"American Savings Bank, FSB",HI-02
33600,Kaneohe,HI,96744,621210,Corporation,Asian,Female Owned,Unanswered,,7,04/10/2020,"American Savings Bank, FSB",HI-02
33600,Honolulu,HI,96815,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/28/2020,"American Savings Bank, FSB",HI-01
33600,Honolulu,HI,96814,621210,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,4,04/15/2020,Hawaii National Bank,HI-01
33600,Waipahu,HI,96797,531130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/15/2020,First Hawaiian Bank,HI-01
33600,Honolulu,HI,96825,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Central Pacific Bank,HI-01
33600,Honolulu,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,05/28/2020,Central Pacific Bank,HI-01
33600,Lihue,HI,96766,561990,Professional Association,Unanswered,Unanswered,Unanswered,,9,04/05/2020,Central Pacific Bank,HI-02
33600,Honolulu,HI,96819,541990,Corporation,Unanswered,Unanswered,Unanswered,,6,04/27/2020,First Hawaiian Bank,HI-01
33600,Honolulu,HI,96821,541512,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
33600,Wahiawa,HI,96786,811111,Corporation,Unanswered,Unanswered,Unanswered,,5,04/07/2020,Central Pacific Bank,HI-02
33600,Honolulu,HI,96825,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/07/2020,Central Pacific Bank,HI-01
33600,Kailua,HI,96734,621111,Corporation,Unanswered,Unanswered,Unanswered,,1,05/14/2020,"American Savings Bank, FSB",HI-02
33600,Kailua,HI,96734,445310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/28/2020,First Hawaiian Bank,HI-02
33600,Paauilo,HI,96776,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,First Hawaiian Bank,HI-02
33600,Honolulu,HI,96815,445292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/08/2020,Central Pacific Bank,HI-01
33600,Pearl City,HI,96782,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,05/01/2020,Central Pacific Bank,HI-01
33600,Kailua Kona,HI,96740,238320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/19/2020,Hawaii First FCU,HI-02
33597,Princeville,HI,96722,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,"JPMorgan Chase Bank, National Association",HI-02
33595,Kihei,HI,96753,541350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/07/2020,First Hawaiian Bank,HI-02
33590,Waipahu,HI,96797,811192,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
33585,Honolulu,HI,96814,722511,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,First Hawaiian Bank,HI-01
33577,Honolulu,HI,96819,236220,Corporation,Unanswered,Male Owned,Non-Veteran,,8,04/27/2020,Bank of Hawaii,HI-01
33565,Honolulu,HI,96826,722511,Corporation,Unanswered,Unanswered,Unanswered,,11,05/04/2020,Bank of Hawaii,HI-01
33564,Kailua Kona,HI,96740,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/15/2020,First Hawaiian Bank,HI-02
33555,Honolulu,HI,96822,621310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-01
33540,Honolulu,HI,96826,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,05/03/2020,First Hawaiian Bank,HI-01
33540,Kaneohe,HI,96744,111339,Corporation,Unanswered,Unanswered,Unanswered,,9,04/29/2020,Bank of Hawaii,HI-02
33530,Honolulu,HI,96813,621112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,First Hawaiian Bank,HI-01
33500,Honolulu,HI,96813,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-01
33500,Puunene,HI,96784,238910,Corporation,Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-02
33500,Kailua,HI,96734,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,04/28/2020,"American Savings Bank, FSB",HI-02
33500,Honolulu,HI,96817,722515,Corporation,Unanswered,Unanswered,Unanswered,,4,04/29/2020,First Hawaiian Bank,HI-01
33500,Honolulu,HI,96814,722511,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,,8,05/22/2020,Hawaii National Bank,HI-01
33500,Lahaina,HI,96761,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/25/2020,"American Savings Bank, FSB",HI-02
33500,Hilo,HI,96720,451140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/13/2020,First Hawaiian Bank,HI-02
33500,Honolulu,HI,96816,722511,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,28,04/13/2020,Hawaii National Bank,HI-01
33500,Kihei,HI,96753,337121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/05/2020,"American Savings Bank, FSB",HI-02
33500,Honolulu,HI,96818,722513,Corporation,Asian,Male Owned,Non-Veteran,,6,05/11/2020,Hawaii National Bank,HI-01
33500,Honolulu,HI,96814,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/05/2020,"American Savings Bank, FSB",HI-01
33500,Honolulu,HI,96817,621111,Corporation,Asian,Male Owned,Non-Veteran,,3,04/30/2020,First Hawaiian Bank,HI-01
33500,Honolulu,HI,96815,531390,Corporation,Unanswered,Unanswered,Unanswered,,9,04/28/2020,Central Pacific Bank,HI-01
33500,Kaneohe,HI,96744,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,6,04/07/2020,Central Pacific Bank,HI-02
33500,Honolulu,HI,96817,236118,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,3,05/02/2020,"American Savings Bank, FSB",HI-01
33480,Honolulu,HI,96815,444190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/30/2020,First Hawaiian Bank,HI-01
33470,Honolulu,HI,96815,531311,Corporation,Unanswered,Male Owned,Non-Veteran,,3,04/27/2020,First Hawaiian Bank,HI-01
33450,Kahului,HI,96733,445299,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,First Hawaiian Bank,HI-02
33450,Waipahu,HI,96797,423840,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/09/2020,Bank of Hawaii,HI-01
33445,Aiea,HI,96701,621111,Corporation,Unanswered,Unanswered,Unanswered,,15,04/27/2020,First Hawaiian Bank,HI-01
33435,Kaneohe,HI,96744,238210,Corporation,Unanswered,Unanswered,Unanswered,,,05/08/2020,Bank of Hawaii,HI-02
33400,Honolulu,HI,96826,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/09/2020,Central Pacific Bank,HI-01
33400,Honolulu,HI,96818,541370,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/28/2020,"American Savings Bank, FSB",HI-01
33400,Wailuku,HI,96793,722511,Corporation,Unanswered,Unanswered,Unanswered,,2,04/15/2020,Central Pacific Bank,HI-02
33400,Kamuela,HI,96743,512131,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,04/29/2020,First Hawaiian Bank,HI-02
33400,Honolulu,HI,96813,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/06/2020,"American Savings Bank, FSB",HI-01
33400,Kapolei,HI,96707,236115,Sole Proprietorship,Unanswered,Unanswered,Veteran,,10,04/06/2020,"American Savings Bank, FSB",HI-02
33400,Honolulu,HI,96813,451211,Corporation,Unanswered,Unanswered,Unanswered,,18,04/28/2020,First Hawaiian Bank,HI-01
33400,Honolulu,HI,96819,541219,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,2,04/07/2020,Hawaii National Bank,HI-01
33390,Waipahu,HI,96797,621330,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,7,04/27/2020,First Hawaiian Bank,HI-01
33362,Keaau,HI,96749,722410,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,Bank of Hawaii,HI-02
33357.5,Honolulu,HI,96817,522310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,04/28/2020,First Hawaiian Bank,HI-01
33330,Honokaa,HI,96727,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,05/04/2020,Hawaii First FCU,HI-02
33327.5,Honolulu,HI,96815,531210,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,First Hawaiian Bank,HI-01
33300,Aiea,HI,96701,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5,04/10/2020,Ohana Pacific Bank,HI-01
33300,Honolulu,HI,96815,561720,Corporation,Unanswered,Unanswered,Unanswered,,7,04/29/2020,"American Savings Bank, FSB",HI-01
33300,Honolulu,HI,96814,811310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/10/2020,"American Savings Bank, FSB",HI-01
33300,Makawao,HI,96768,713930,Corporation,Unanswered,Unanswered,Unanswered,,11,05/06/2020,"American Savings Bank, FSB",HI-02
33300,Ewa Beach,HI,96706,445310,Corporation,Asian,Male Owned,Non-Veteran,,7,04/11/2020,First Hawaiian Bank,HI-01
33300,Honolulu,HI,96819,424490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/13/2020,"American Savings Bank, FSB",HI-01
33300,Honolulu,HI,96813,722410,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,4,04/05/2020,"American Savings Bank, FSB",HI-01
33300,Kamuela,HI,96743,813312,Corporation,Unanswered,Unanswered,Unanswered,,4,04/07/2020,"American Savings Bank, FSB",HI-02
33300,Honolulu,HI,96813,541110,Corporation,Unanswered,Unanswered,Unanswered,,2,04/08/2020,First Hawaiian Bank,HI-01
33300,Honolulu,HI,96814,922130,Corporation,Unanswered,Unanswered,Unanswered,,3,04/08/2020,First Hawaiian Bank,HI-01
33300,Honolulu,HI,96822,722513,Corporation,Unanswered,Unanswered,Unanswered,,5,04/08/2020,Central Pacific Bank,HI-01
33300,Mililani,HI,96789,562910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,05/02/2020,First Hawaiian Bank,HI-01
33297.6,Honolulu,HI,96815,445120,Corporation,Unanswered,Unanswered,Unanswered,,7,05/16/2020,First Hawaiian Bank,HI-01
33297,Honolulu,HI,96813,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/26/2020,Bank of Hawaii,HI-01
33272.57,Kilauea,HI,96754,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/07/2020,Kaua'i Government Employees' FCU,HI-02
33265,Wailuku,HI,96793,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02
33255,Honolulu,HI,96814,621310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/16/2020,Bank of Hawaii,HI-01
33250,Kihei,HI,96753,621399,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2,05/09/2020,"Bank of America, National Association",HI-02
33250,Honolulu,HI,96815,423940,Corporation,Unanswered,Unanswered,Unanswered,,4,04/06/2020,"American Savings Bank, FSB",HI-01
33250,Kailua Kona,HI,96740,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,04/09/2020,Bank of Hawaii,HI-02
33227,Lahaina,HI,96761,236118,Corporation,Unanswered,Unanswered,Unanswered,,2,05/06/2020,"Kabbage, Inc.",HI-02
33225,Kailua Kona,HI,96745,812990,Corporation,Unanswered,Unanswered,Unanswered,,5,08/04/2020,Hawaii Community FCU,HI-02
33200,Wailuku,HI,96793,531320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/10/2020,"American Savings Bank, FSB",HI-02
33200,Haiku,HI,96708,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,First Hawaiian Bank,HI-02
33200,Hilo,HI,96720,722511,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,8,04/29/2020,"American Savings Bank, FSB",HI-02
33200,Waipahu,HI,96797,238320,Corporation,Unanswered,Unanswered,Unanswered,,6,04/11/2020,"American Savings Bank, FSB",HI-01
33200,Ewa Beach,HI,96706,114119,Corporation,Asian,Male Owned,Non-Veteran,,5,04/12/2020,Central Pacific Bank,HI-01
33200,Haleiwa,HI,96712,522310,Corporation,White,Male Owned,Unanswered,,2,04/05/2020,"American Savings Bank, FSB",HI-02
33200,Waianae,HI,96792,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,05/13/2020,Central Pacific Bank,HI-02
33200,Honolulu,HI,96821,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/14/2020,"American Savings Bank, FSB",HI-01
33200,Honolulu,HI,96817,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/28/2020,Central Pacific Bank,HI-01
33200,Kailua Kona,HI,96740,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,6,04/07/2020,"American Savings Bank, FSB",HI-02
33200,Kihei,HI,96753,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/02/2020,Central Pacific Bank,HI-02
33169,Honolulu,HI,96837,236115,Corporation,Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI-01
33167,Ewa Beach,HI,96706,423110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,Central Pacific Bank,HI-01
33160,Kailua Kona,HI,96740,423320,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,Bank of Hawaii,HI-02
33157,Hanapepe,HI,96716,453220,Corporation,Unanswered,Unanswered,Unanswered,,5,04/29/2020,WebBank,HI-02
33142.5,Kihei,HI,96753,448190,Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,First Hawaiian Bank,HI-02
33135.2,Kaneohe,HI,96744,812111,Corporation,Unanswered,Unanswered,Unanswered,,6,07/29/2020,HawaiiUSA FCU,HI-02
33135,Honolulu,HI,96826,811111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/13/2020,Bank of Hawaii,HI-01
33132,Kailua,HI,96734,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/27/2020,Bank of Hawaii,HI-02
33100,Eleele,HI,96705,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,05/08/2020,"American Savings Bank, FSB",HI-02
33100,Honolulu,HI,96826,311812,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,8,04/06/2020,Central Pacific Bank,HI-01
33100,Honolulu,HI,96815,451110,Corporation,Unanswered,Unanswered,Unanswered,,4,04/08/2020,Central Pacific Bank,HI-01
33045,Honolulu,HI,96815,448310,Corporation,Unanswered,Unanswered,Unanswered,,3,05/03/2020,WebBank,HI-01
33030,Keaau,HI,96749,722513,Corporation,Unanswered,Unanswered,Unanswered,,9,04/27/2020,Bank of Hawaii,HI-02
33005.95,Honolulu,HI,96817,541410,Corporation,Unanswered,Unanswered,Unanswered,,3,05/08/2020,HawaiiUSA FCU,HI-01
33000,Honolulu,HI,96813,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/04/2020,Central Pacific Bank,HI-01
33000,Honolulu,HI,96822,624310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,06/23/2020,HawaiiUSA FCU,HI-01
33000,Wailuku,HI,96793,323111,Corporation,Unanswered,Unanswered,Unanswered,,3,04/16/2020,First Hawaiian Bank,HI-02
33000,Kailua,HI,96734,611410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02
33000,Honolulu,HI,96814,722511,Corporation,Asian,Female Owned,Non-Veteran,,6,04/03/2020,Ohana Pacific Bank,HI-01
33000,Kilauea,HI,96754,551114,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3,04/30/2020,First Hawaiian Bank,HI-02
33000,Kapaa,HI,96746,722515,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,8,04/13/2020,"Readycap Lending, LLC",HI-02
33000,Lihue,HI,96766,453110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Kaua'i Government Employees' FCU,HI-02
32977,Lahaina,HI,96761,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/27/2020,WebBank,HI-02
32975,Wailuku,HI,96793,722330,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,2,04/28/2020,Central Pacific Bank,HI-02
32937,Kailua,HI,96734,238350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/02/2020,First Hawaiian Bank,HI-02
32905,Wailuku,HI,96793,624120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,3,04/11/2020,Bank of Hawaii,HI-02
32900,Kilauea,HI,96754,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02
32900,Honolulu,HI,96814,445110,Corporation,Unanswered,Unanswered,Unanswered,,7,04/28/2020,Central Pacific Bank,HI-01
32900,Honolulu,HI,96821,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/16/2020,Central Pacific Bank,HI-01
32900,Honolulu,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,3,04/10/2020,Central Pacific Bank,HI-01
32900,Hilo,HI,96720,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/16/2020,Central Pacific Bank,HI-02
32900,Waipahu,HI,96797,561720,Corporation,Unanswered,Unanswered,Unanswered,,13,04/27/2020,"American Savings Bank, FSB",HI-01
32900,Wailuku,HI,96793,311999,Corporation,Asian,Male Owned,Non-Veteran,,8,04/29/2020,Hawaii National Bank,HI-02
32900,Honolulu,HI,96817,531311,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,7,04/27/2020,"American Savings Bank, FSB",HI-01
32900,Honolulu,HI,96813,621111,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,4,04/08/2020,Central Pacific Bank,HI-01
32898.41,Hilo,HI,96720,453110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/09/2020,"American Savings Bank, FSB",HI-02
